a,c,a_next,residual
0.0,1.0,0.0,0.02080000000000004
0.5128205128205128,1.523076923076923,0.0,1.2715122366863905
1.0256410256410255,2.046153846153846,0.0,3.099661254437869
1.5384615384615385,2.5692307692307694,0.0,5.463647053254438
2.051282051282051,3.092307692307692,0.0,8.363469633136091
2.5641025641025643,3.615384615384616,0.0,11.799128994082844
3.076923076923077,4.138461538461539,0.0,15.770625136094676
3.58974358974359,4.661538461538462,0.0,20.2779580591716
4.102564102564102,5.184615384615384,0.0,25.3211277633136
4.615384615384615,5.707692307692307,0.0,30.900134248520697
5.128205128205129,6.230769230769232,0.0,37.01497751479292
5.641025641025641,6.753846153846155,0.0,43.665657562130185
6.153846153846154,7.276923076923078,0.0,50.85217439053256
6.666666666666667,7.800000000000001,0.0,58.574528000000015
7.17948717948718,8.323076923076924,0.0,66.83271839053255
7.6923076923076925,8.846153846153847,0.0,75.62674556213017
8.205128205128204,9.369230769230768,0.0,84.95660951479289
8.717948717948717,9.892307692307691,0.0,94.8223102485207
9.23076923076923,10.415384615384614,0.0,105.22384776331359
9.743589743589743,10.938461538461537,0.0,116.16122205917156
10.256410256410257,11.461538461538463,0.0,127.63443313609471
10.76923076923077,11.984615384615386,0.0,139.6434809940829
11.282051282051283,12.50769230769231,0.0,152.18836563313616
11.794871794871796,13.030769230769232,0.0,165.26908705325448
12.307692307692308,13.553846153846155,0.0,178.88564525443786
12.820512820512821,14.076923076923078,0.0,193.03804023668644
13.333333333333334,14.600000000000001,0.0,207.72627200000002
13.846153846153847,15.123076923076924,0.0,222.95034054437872
14.35897435897436,15.646153846153847,0.0,238.71024586982253
14.871794871794872,16.169230769230772,0.0,255.00598797633143
15.384615384615385,16.692307692307693,0.0,271.83756686390535
15.897435897435898,17.215384615384615,0.0,289.2049825325443
16.41025641025641,17.738461538461536,0.0,307.1082349822484
16.923076923076923,18.26153846153846,0.0,325.5473242130177
17.435897435897434,18.784615384615382,0.0,344.5222502248519
17.94871794871795,19.307692307692307,0.0,364.0330130177514
18.46153846153846,19.830769230769228,0.0,384.0796125917158
18.974358974358974,20.353846153846153,0.0,404.6620489467455
19.487179487179485,20.876923076923074,0.0,425.78032208284003
20.0,21.4,0.0,447.43443199999984
