a,c,a_next,residual
16.243624362436243,1.8540890293044097,15.71440782038056,4.667888360898598e-5
16.245624562456246,1.854162176617093,15.71637487708828,4.8006360038765905e-5
16.24762476247625,1.8542353239297755,15.718341933796001,4.9333729092215783e-5
16.24962496249625,1.8543084712424587,15.720308990503717,5.066099078165909e-5
16.251625162516252,1.8543816185551418,15.722276047211437,5.1988145119086226e-5
16.253625362536255,1.8544547658678243,15.724243103919154,5.331519211571045e-5
16.255625562556254,1.8545279131805064,15.726210160626872,5.464213178807409e-5
16.257625762576257,1.854601060493188,15.728177217334594,5.5968964147723455e-5
16.25962596259626,1.8546742078058673,15.730144274042317,5.7295689203096245e-5
16.261626162616263,1.8547473551185403,15.732111330750048,5.862230697006865e-5
16.263626362636263,1.8548205024312034,15.734078387457785,5.994881745507996e-5
16.265626562656266,1.854893649743846,15.736045444165544,6.127522066234903e-5
16.26762676267627,1.8549667970564456,15.73801250087335,6.260151658243895e-5
16.269626962696268,1.8550399443689551,15.73997955758124,6.392770519592084e-5
16.27162716271627,1.8551130916812921,15.741946614289304,6.525378644473001e-5
16.273627362736274,1.8551862389933,15.743913670997701,6.657976021529066e-5
16.275627562756277,1.8552593863046924,15.745880727706712,6.790562628045116e-5
16.277627762776277,1.855332533614951,15.747847784416852,6.923138424108632e-5
16.27962796279628,1.8554056809231798,15.749814841129027,7.055703343461506e-5
16.281628162816283,1.8554788282278873,15.751781897844722,7.188257280810184e-5
16.283628362836282,1.8555519755266752,15.753748954566332,7.320800067867062e-5
16.285628562856285,1.8556251228157534,15.755716011297656,7.453331445950173e-5
16.287628762876288,1.8556982700892748,15.757683068044539,7.585851035252222e-5
16.28962896289629,1.855771417338484,15.759650124815732,7.718358298980377e-5
16.29162916291629,1.855844564550667,15.761617181623949,7.850852495172589e-5
16.293629362936294,1.8559177117078227,15.763584238487196,7.98333261493589e-5
16.295629562956297,1.8559908587834815,15.76555129543194,1.0122911685561675e-6
16.297629762976296,1.8560640057432056,15.767518352492617,2.3402755069401593e-6
16.2996299629963,1.8561371525406893,15.769485409715536,3.668139103796264e-6
16.301630163016302,1.8562102991137972,15.771452467162831,4.9958756055401565e-6
16.303630363036305,1.8562834453806198,15.773419524916413,6.3234762290864666e-6
16.305630563056305,1.8563565912349995,15.775386583082433,7.65092912879961e-6
16.307630763076308,1.856429736542537,15.777353641795298,8.978218853150643e-6
16.30963096309631,1.8565028811366862,15.779320701221552,1.0305325797710374e-5
16.31163116311631,1.8565760248128507,15.781287761565787,1.1632225198843216e-5
16.313631363136313,1.85664916731664,15.783254823082402,1.295888482999441e-5
16.315631563156316,1.856722308334278,15.785221886085163,1.4285264023805588e-5
16.31763176317632,1.8567954475037047,15.78718895093614,1.5611318703534494e-5
16.31963196319632,1.856868584401681,15.789156018058563,1.693699423677142e-5
16.32163216321632,1.8569417185367603,15.791123087943888,1.8262226788912095e-5
16.323632363236324,1.8570148493676624,15.793090161133389,1.9586952049066575e-5
16.325632563256324,1.8570879763116142,15.795057238209836,2.0911101974441237e-5
16.327632763276327,1.8571610987449196,15.797024319796934,2.2234603519799556e-5
16.32963296329633,1.8572342160146378,15.79899140654762,2.3557384748795762e-5
16.331633163316333,1.857307327454679,15.800958499127981,2.48793774039191e-5
16.333633363336332,1.8573804323975533,15.802925598205507,2.6200516531016405e-5
16.335633563356335,1.8574535301832908,15.804892704440173,2.7520741173181484e-5
16.33763376337634,1.8575266201679206,15.806859818475946,2.8839995581897426e-5
16.339633963396338,1.8575997017343755,15.80882694092989,3.015823212837443e-5
16.34163416341634,1.857672774311569,15.8107940723731,3.1475418387438836e-5
16.343634363436344,1.8577458373086313,15.812761213396442,3.279146813173206e-5
16.345634563456347,1.8578188903515134,15.81472836437396,3.410653114599427e-5
16.347634763476346,1.8578919332348434,15.81669552551103,3.5420596052770925e-5
16.34963496349635,1.8579649658112936,15.818662696954982,3.67336940462204e-5
16.351635163516352,1.858037988019188,15.820629878767491,3.8045864426794473e-5
16.353635363536355,1.858110999873864,15.822597070933218,3.935714870340057e-5
16.355635563556355,1.8581840014580049,15.824564273369477,4.066759220933136e-5
16.357635763576358,1.8582569929156918,15.826531485932193,4.197724469889863e-5
16.35963596359636,1.8583299744690975,15.828498708399191,4.3286188884716914e-5
16.36163616361636,1.8584029464469336,15.830465940441755,4.45945315703522e-5
16.363636363636363,1.8584759092699152,15.832433181639177,4.5902355869320566e-5
16.365636563656366,1.8585488634030107,15.834400431526484,4.720972116978306e-5
16.36763676367637,1.8586218093175164,15.836367689632382,4.8516664942765964e-5
16.36963696369637,1.858694747463059,15.83833495550724,4.982320596669254e-5
16.371637163716372,1.85876767825183,15.84030222873887,5.1129354184498155e-5
16.373637363736375,1.8588406020539545,15.84226950895715,5.243511253683053e-5
16.375637563756374,1.8589135191966442,15.844236795834856,5.3740480699060456e-5
16.377637763776377,1.8589864299692547,15.846204089082649,5.5045462333147555e-5
16.37963796379638,1.859059334634709,15.848171388437597,5.635006923754293e-5
16.381638163816383,1.8591322334410498,15.85013869365166,5.765431741655558e-5
16.383638363836383,1.8592051266254428,15.852106004487666,5.895821847023974e-5
16.385638563856386,1.8592780144091887,15.854073320724325,6.026177404316879e-5
16.38763876387639,1.8593508969889077,15.85604064216501,6.1564975231021e-5
16.389638963896388,1.859423774518024,15.858007968656292,6.286775837660574e-5
16.39163916391639,1.8594966470890033,15.859975300105717,6.417016068105408e-5
16.393639363936394,1.85956951481635,15.861942636398773,6.547218382069175e-5
16.395639563956397,1.859642377798443,15.863909977437084,6.677379207420397e-5
16.397639763976397,1.8597152360914055,15.86587732316452,6.807496805516511e-5
16.3996399639964,1.859788089726873,15.867844673549456,6.937567824638613e-5
16.401640164016403,1.8598609387029703,15.869812028593762,7.067590322495931e-5
16.403640364036402,1.8599337830030584,15.871779388314074,7.197565953165341e-5
16.405640564056405,1.8600066226265808,15.87374675271095,7.32749560357071e-5
16.407640764076408,1.8600794575789066,15.875714121779028,7.457376717379116e-5
16.40964096409641,1.8601522878417391,15.8776814955366,7.587206120529544e-5
16.41164116411641,1.8602251133706558,15.879648874028081,7.716981677752255e-5
16.413641364136414,1.8602979341065438,15.881616257312597,7.846702239999725e-5
16.415641564156417,1.8603707499733104,15.883583645466235,1.8754172459445329e-7
16.417641764176416,1.8604435608496837,15.885551038610261,1.4927384291985035e-6
