a,z,c,a_next,residual
0.0,-0.3202563076101739,0.7259629433989997,0.0,0.051471841996896917
0.20202020202020202,-0.3202563076101739,0.7909248335320394,0.1410987159275663,7.771561172376096e-16
0.40404040404040403,-0.3202563076101739,0.8317250413031878,0.3063591142170239,5.551115123125783e-16
0.6060606060606061,-0.3202563076101739,0.8636431083058458,0.48050165327497174,1.4432899320127035e-15
0.8080808080808081,-0.3202563076101739,0.8907391193087568,0.6594662483326671,-2.220446049250313e-16
1.0101010101010102,-0.3202563076101739,0.9147316473231542,0.8415343263788756,1.1102230246251565e-16
1.2121212121212122,-0.3202563076101739,0.9365254483026495,1.0258011314599864,9.992007221626409e-16
1.4141414141414141,-0.3202563076101739,0.9566594495998797,1.211727736223362,9.992007221626409e-16
1.6161616161616161,-0.3202563076101739,0.9754065169713182,1.3990412749125296,1.4432899320127035e-15
1.8181818181818181,-0.3202563076101739,0.9930704826152184,1.5874379153292355,1.2212453270876722e-15
2.0202020202020203,-0.3202563076101739,1.009849228424506,1.7767197755805544,9.992007221626409e-16
2.2222222222222223,-0.3202563076101739,1.0258851780297442,1.9667444320359218,9.992007221626409e-16
2.4242424242424243,-0.3202563076101739,1.0412855253695454,2.1574046907567266,1.2212453270876722e-15
2.6262626262626263,-0.3202563076101739,1.056133731616948,2.34861709056993,3.3306690738754696e-16
2.8282828282828283,-0.3202563076101739,1.070496398431846,2.540315029815638,9.992007221626409e-16
3.0303030303030303,-0.3202563076101739,1.0844277452165767,2.7324442890915135,9.992007221626409e-16
3.2323232323232323,-0.3202563076101739,1.0979726545910058,2.9249599857776905,3.3306690738754696e-16
3.4343434343434343,-0.3202563076101739,1.1111688112842129,3.1178244351450894,9.992007221626409e-16
3.6363636363636362,-0.3202563076101739,1.1240482479524423,3.311005604537466,0.0
3.8383838383838382,-0.3202563076101739,1.1366384817054835,3.504475976845031,7.771561172376096e-16
4.040404040404041,-0.3202563076101739,1.1489633675497544,3.6982116970613665,7.771561172376096e-16
4.242424242424242,-0.3202563076101739,1.1610437493378138,3.8921919213339127,1.2212453270876722e-15
4.444444444444445,-0.3202563076101739,1.1728979660686862,4.086398310663647,3.3306690738754696e-16
4.646464646464646,-0.3202563076101739,1.1845422516849937,4.280814631107945,5.551115123125783e-16
4.848484848484849,-0.3202563076101739,1.1959910559728506,4.475426432880694,3.3306690738754696e-16
5.05050505050505,-0.3202563076101739,1.2072573051890756,4.670220789725075,5.551115123125783e-16
5.252525252525253,-0.3202563076101739,1.2183526162140117,4.8651860847607455,9.992007221626409e-16
5.454545454545454,-0.3202563076101739,1.229287473930139,5.0603118331052235,1.4432899320127035e-15
5.656565656565657,-0.3202563076101739,1.2400713793165865,5.255588533779383,7.771561172376096e-16
5.858585858585859,-0.3202563076101739,1.250710466509743,5.451010052646833,5.551115123125783e-16
6.0606060606060606,-0.3202563076101739,1.2612134556617314,5.646567669555449,7.771561172376096e-16
6.262626262626263,-0.3202563076101739,1.2715891612207928,5.842252570056996,1.2212453270876722e-15
6.4646464646464645,-0.3202563076101739,1.2818421413792895,6.038060195959104,7.771561172376096e-16
6.666666666666667,-0.3202563076101739,1.2919807653562196,6.233982178042781,7.771561172376096e-16
6.8686868686868685,-0.3202563076101739,1.3020097784506424,6.430013771008962,9.992007221626409e-16
7.070707070707071,-0.3202563076101739,1.3119346461385528,6.626149509381659,7.771561172376096e-16
7.2727272727272725,-0.3202563076101739,1.3217607060777685,6.82238405550305,1.4432899320127035e-15
7.474747474747475,-0.3202563076101739,1.3314921120650791,7.018713255576346,9.992007221626409e-16
7.6767676767676765,-0.3202563076101739,1.341133362696516,7.2151326110055125,3.3306690738754696e-16
7.878787878787879,-0.3202563076101739,1.3506884160920338,7.4116381636706015,5.551115123125783e-16
8.080808080808081,-0.3202563076101739,1.3601609084426043,7.608226277380638,1.2212453270876722e-15
8.282828282828282,-0.3202563076101739,1.3695543699541135,7.804893421929732,1.4432899320127035e-15
8.484848484848484,-0.3202563076101739,1.3788720401289205,8.001636357815531,1.4432899320127035e-15
8.686868686868687,-0.3202563076101739,1.3881169489286194,8.19845205507644,9.992007221626409e-16
8.88888888888889,-0.3202563076101739,1.3972919778097235,8.395337632255943,1.2212453270876722e-15
9.090909090909092,-0.3202563076101739,1.4063998204893162,8.592290395636958,5.551115123125783e-16
9.292929292929292,-0.3202563076101739,1.4154430107431246,8.789307811443752,7.771561172376096e-16
9.494949494949495,-0.3202563076101739,1.4244239503923772,8.986387477855107,9.992007221626409e-16
9.696969696969697,-0.3202563076101739,1.433344904167419,9.183527130140671,1.1102230246251565e-16
9.8989898989899,-0.3202563076101739,1.4422080115674047,9.380724628801293,5.551115123125783e-16
10.1010101010101,-0.3202563076101739,1.4510153024539703,9.57797794397533,5.551115123125783e-16
10.303030303030303,-0.3202563076101739,1.459768700393678,9.775285152096231,3.3306690738754696e-16
10.505050505050505,-0.3202563076101739,1.4684700294473623,9.972644429103152,9.992007221626409e-16
10.707070707070708,-0.3202563076101739,1.477121023662381,10.170054040948742,7.771561172376096e-16
10.909090909090908,-0.3202563076101739,1.4857233320355367,10.367512338636189,5.551115123125783e-16
11.11111111111111,-0.3202563076101739,1.4942785233546259,10.565017753377706,3.3306690738754696e-16
11.313131313131313,-0.3202563076101739,1.5027880924042054,10.762568790388734,7.771561172376096e-16
11.515151515151516,-0.3202563076101739,1.5112534645914186,10.960164024262127,1.1102230246251565e-16
11.717171717171718,-0.3202563076101739,1.5196759997909068,11.157802095123246,-2.220446049250313e-16
11.919191919191919,-0.3202563076101739,1.5280569966811437,11.355481704293613,5.551115123125783e-16
12.121212121212121,-0.3202563076101739,1.536397696577116,11.553201610458247,1.4432899320127035e-15
12.323232323232324,-0.3202563076101739,1.544699286596701,11.75096062649927,1.2212453270876722e-15
12.525252525252526,-0.3202563076101739,1.5529629028737242,11.948757616282853,7.771561172376096e-16
12.727272727272727,-0.3202563076101739,1.5611896336127824,12.146591491604399,5.551115123125783e-16
12.929292929292929,-0.3202563076101739,1.5693805217131716,12.344461209564615,5.551115123125783e-16
13.131313131313131,-0.3202563076101739,1.5775365672621917,12.542365770076202,1.2212453270876722e-15
13.333333333333334,-0.3202563076101739,1.585658729950661,12.74030421344834,7.771561172376096e-16
13.535353535353535,-0.3202563076101739,1.5937479312418978,12.938275618217707,7.771561172376096e-16
13.737373737373737,-0.3202563076101739,1.601805056369999,13.136279099150213,5.551115123125783e-16
13.93939393939394,-0.3202563076101739,1.6098309562617756,13.334313805319043,9.992007221626409e-16
14.141414141414142,-0.3202563076101739,1.6178259960270567,13.532379371614368,3.3306690738754696e-16
14.343434343434344,-0.3202563076101739,1.6257912993338373,13.730474674368192,9.992007221626409e-16
14.545454545454545,-0.3202563076101739,1.6337277756060469,13.92859880415659,5.551115123125783e-16
14.747474747474747,-0.3202563076101739,1.6416360856701826,14.12675110015306,1.2212453270876722e-15
14.94949494949495,-0.3202563076101739,1.6495167632273724,14.324931028656477,3.3306690738754696e-16
15.151515151515152,-0.3202563076101739,1.6573705664913527,14.5231378314531,7.771561172376096e-16
15.353535353535353,-0.3202563076101739,1.665198269781916,14.721370734223145,7.771561172376096e-16
15.555555555555555,-0.3202563076101739,1.6730004857961287,14.919629124269537,9.992007221626409e-16
15.757575757575758,-0.3202563076101739,1.6807777519423066,15.117912464183966,7.771561172376096e-16
15.95959595959596,-0.3202563076101739,1.6885306703094414,15.31622015187744,1.4432899320127035e-15
16.161616161616163,-0.3202563076101739,1.696259866723254,15.514551561524234,5.551115123125783e-16
16.363636363636363,-0.3202563076101739,1.7039659001447878,15.712906134163303,1.2212453270876722e-15
16.565656565656564,-0.3202563076101739,1.71164927567493,15.911283364693764,5.551115123125783e-16
16.767676767676768,-0.3202563076101739,1.7193105046466184,16.109682741782688,7.771561172376096e-16
16.96969696969697,-0.3202563076101739,1.7269501072137445,16.308103745276163,1.6653345369377348e-15
17.171717171717173,-0.3202563076101739,1.734568577108816,16.5065458814417,2.3314683517128287e-15
17.373737373737374,-0.3202563076101739,1.7421663749919551,16.705008689619167,2.886579864025407e-15
17.575757575757574,-0.3202563076101739,1.7497439495597336,16.90349172111199,4.440892098500626e-15
